id	segment_id	A1_duration	A1_offcount	A1_oncount	A2_duration	A2_offcount	A2_oncount	A3_duration	A3_offcount	A3_oncount	A4_duration	A4_offcount	A4_oncount	A5_duration	A5_offcount	A5_oncount	A6_duration	A6_offcount	A6_oncount	D1_duration	D1_offcount	D1_oncount	D3_duration	D3_offcount	D3_oncount	D4_duration	D4_offcount	D4_oncount	D5_duration	D5_offcount	D5_oncount	D7_duration	D7_offcount	D7_oncount	M2_duration	M2_offcount	M2_oncount	M3_duration	M3_offcount	M3_oncount	M6_duration	M6_offcount	M6_oncount	M7_duration	M7_offcount	M7_oncount	P4_duration	P4_offcount	P4_oncount	P5_duration	P5_offcount	P5_oncount	bass	intervals	m2_duration	m2_offcount	m2_oncount	m3_duration	m3_offcount	m3_oncount	m6_duration	m6_offcount	m6_oncount	m7_duration	m7_offcount	m7_oncount
6	21																																					1/3	0.0	1.0										2/3	1.0	0.0	F	('M3', 'P5')												
6	22																																																				E	('m3', 'm6')				1/6	1.0	0.0	5/6	0.0	1.0			
6	23																																																				E	('m3', 'm6')				1/3	0.0	1.0	2/3	0.0	1.0			
6	24																																																				E	('m3', 'm6')				1/4	1.0	0.0	3/4	0.6666666666666666	0.3333333333333333			
6	25																																								1	0.0	1.0										F	('M6',)												
6	26																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
6	27																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
6	28																																																				C	()												
6	29																																																				C	()												
6	30																																					1	0.5	0.5													C	('M3',)												
6	31																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
6	32																																					1/2	1.0	0.0										1/2	1.0	0.0	G	('M3', 'P5')												
6	33																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
6	34																																					1	0.5	0.5													C	('M3',)												
6	35																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
6	36																																					1/2	1.0	0.0										1/2	1.0	0.0	G	('M3', 'P5')												
6	37																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
6	38																																					1	0.5	0.5													C	('M3',)												
6	39																																					5/12	0.0	1.0	1/12	1.0	0.0				1/12	1.0	0.0	5/12	0.0	1.0	G	('M3', 'M6', 'P4', 'P5')												
6	40																																					1/2	1.0	0.0										1/2	1.0	0.0	G	('M3', 'P5')												
6	41										1/2	0.0	1.0																												1/2	0.0	1.0										F	('A4', 'M6')												
6	42																																								1	1.0	0.0										E	('M6',)												
6	43																																																	1/2	0.0	1.0	D	('P5', 'm3')				1/2	0.0	1.0						
6	44																																																	1/2	0.0	1.0	D	('P5', 'm3')				1/2	0.0	1.0						
6	45																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
6	46																																					1/2	1.0	0.0										1/2	1.0	0.0	G	('M3', 'P5')												
6	47																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
6	48										1/2	1.0	0.0																												1/2	1.0	0.0										F	('A4', 'M6')												
6	49																																																				E	('m6',)							1	0.0	1.0			
6	50																																																				D	('m3',)				1	1.0	0.0						
6	51																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
6	52																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
6	53																																																				E	('m3', 'm6')				1/2	1.0	0.0	1/2	0.0	1.0			
6	54																																								1	0.0	1.0										F	('M6',)												
6	55																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
6	56																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
6	57																																																				C	()												
6	58																																																				C	()												
7	0																																																				E	()												
7	1																																																	1/2	0.0	1.0	A	('P5', 'm3')				1/2	0.0	1.0						
7	2																																																	1/2	1.0	0.0	A	('P5', 'm3')				1/2	1.0	0.0						
7	3																																																	1/2	0.0	1.0	A	('P5', 'm3')				1/2	0.0	1.0						
7	4																																																	1/2	1.0	0.0	A	('P5', 'm3')				1/2	1.0	0.0						
7	5																																																	1/4	0.0	1.0	A	('P5', 'm3')				3/4	0.0	1.0						
7	6																																																	1/3	1.0	0.0	A	('P5', 'm3')				2/3	1.0	0.0						
7	7																																																				G#	('m3', 'm6')				1/4	0.0	1.0	3/4	0.0	1.0			
7	8																																																				G#	('m3', 'm6')				1/4	1.0	0.0	3/4	1.0	0.0			
7	9																																																				G#	('m3', 'm6')				1/4	0.0	1.0	3/4	0.6666666666666666	0.3333333333333333			
7	10																																																				G#	('m3', 'm6')				1/4	1.0	0.0	3/4	1.0	0.0			
7	11																																														3/4	0.0	1.0				B	('P4', 'm3')				1/4	0.0	1.0						
7	12																																														3/4	1.0	0.0				B	('P4', 'm3')				1/4	1.0	0.0						
7	13																																																	1/2	0.0	1.0	A	('P5', 'm3')				1/2	0.0	1.0						
7	14																																																	1/2	1.0	0.0	A	('P5', 'm3')				1/2	1.0	0.0						
7	15																																																	1/2	0.0	1.0	A	('P5', 'm3')				1/2	0.0	1.0						
7	16																																																	1/2	1.0	0.0	A	('P5', 'm3')				1/2	1.0	0.0						
7	17																																																	1/4	0.0	1.0	A	('P5', 'm3')				3/4	0.0	1.0						
7	18																																																	1/3	1.0	0.0	A	('P5', 'm3')				2/3	1.0	0.0						
7	19																																																				G#	('m3', 'm6')				1/4	0.0	1.0	3/4	0.0	1.0			
7	20																																																				G#	('m3', 'm6')				1/4	1.0	0.0	3/4	1.0	0.0			
7	21																																																				G#	('m3', 'm6')				1/4	0.0	1.0	3/4	0.6666666666666666	0.3333333333333333			
7	22																																																				G#	('m3', 'm6')				1/4	1.0	0.0	3/4	1.0	0.0			
7	23																																																				G#	('m3', 'm6')				1/3	0.0	1.0	2/3	0.0	1.0			
7	24																																																				G#	('m3', 'm6')				1/3	1.0	0.0	2/3	1.0	0.0			
7	25										1/3	0.0	1.0																						1/3	0.0	1.0				1/3	0.0	1.0										G	('A4', 'M2', 'M6')												
7	26										1/3	1.0	0.0																						1/3	1.0	0.0				1/3	1.0	0.0										G	('A4', 'M2', 'M6')												
7	27										1/3	0.0	1.0																						1/3	1.0	0.0				1/3	0.0	1.0										G	('A4', 'M2', 'M6')												
7	28										1/3	1.0	0.0																						1/3	1.0	0.0				1/3	1.0	0.0										G	('A4', 'M2', 'M6')												
7	29										1/3	0.0	1.0																						1/3	0.0	1.0				1/3	0.0	1.0										G	('A4', 'M2', 'M6')												
7	30										1/6	1.0	0.0																						1/2	1.0	0.0				1/3	1.0	0.0										G	('A4', 'M2', 'M6')												
7	31																																					1/3	0.0	1.0	2/3	0.0	1.0										F	('M3', 'M6')												
7	32																																					1/3	1.0	0.0	2/3	1.0	0.0										F	('M3', 'M6')												
7	33																																					1/3	0.0	1.0	2/3	0.5	0.5										F	('M3', 'M6')												
7	34																																					1/3	1.0	0.0	2/3	1.0	0.0										F	('M3', 'M6')												
7	35																																																				F#	('m3', 'm6')				1/4	0.0	1.0	3/4	0.0	1.0			
7	36																																																				F#	('m3', 'm6')				1/4	1.0	0.0	3/4	1.0	0.0			
7	37																																								3/4	0.0	1.0				1/4	0.0	1.0				G	('M6', 'P4')												
7	38																																								3/4	1.0	0.0				1/4	1.0	0.0				G	('M6', 'P4')												
7	39																																								3/4	0.6666666666666666	0.3333333333333333				1/4	0.0	1.0				G	('M6', 'P4')												
7	40																																								3/4	1.0	0.0				1/4	1.0	0.0				G	('M6', 'P4')												
7	41																																					1/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
7	42																																		1/6	1.0	0.0	1/6	1.0	0.0										1/3	1.0	0.0	G	('M2', 'M3', 'P5', 'm7')										1/3	1.0	0.0
7	43																																					1	0.0	1.0													C	('M3',)												
7	44																																																				C	()												
7	45																																																				C	()												
7	46																																																				C	()												
7	47																																																				E	('m6',)							1	1.0	0.0			
7	48																																																				G	()												
7	49																																																				C	()												
7	50																																																				C	()												
7	51																																																				E	('m6',)							1	1.0	0.0			
